,REAL,PREDICHAS,BAG,METODO
19,0.039,0.03742210961629666,94,AC
20,0.019,0.019312416188524046,94,AC
21,0.034,0.022607297176343556,94,AC
22,0.021,2.156003780756556e-05,94,AC
23,0.011,0.008273008805579855,94,AC
24,0.153,0.1320113428976857,94,AC
25,0.021,4.380287952846459e-05,94,AC
26,0.04,0.03493401940739003,94,AC
27,0.034,0.034698015395383246,94,AC
0,0.011,0.021664391570670405,93,AC
1,0.126,0.044322446657683486,93,AC
2,0.116,0.047645959087605674,93,AC
3,0.001,0.00688944988212558,93,AC
4,0.046,0.05024067616028634,93,AC
5,0.046,0.03728435333582333,93,AC
6,0.008,0.014191017575924579,93,AC
7,0.036,0.03785846906576693,93,AC
8,0.022,0.021560093196301044,93,AC
9,0.018,0.01470567619289291,93,AC
10,0.007,0.03318295460483466,93,AC
11,0.02,0.023986173003936163,93,AC
12,0.026,0.11836244588457537,93,AC
13,0.074,8.551377399656677e-06,93,AC
14,0.035,0.0425332654625739,93,AC
15,0.048,0.06323165914006998,93,AC
16,0.04,0.03714445663928165,93,AC
17,0.053,0.04741413336261095,93,AC
18,0.058,0.03952623892001714,93,AC
19,0.017,0.012980436402600303,93,AC
20,0.053,0.026948692463579907,93,AC
21,0.015,0.020316307788555067,93,AC
22,0.022,0.04775291209844007,93,AC
23,0.004,0.0048834016389579385,93,AC
24,0.075,0.094006646593097,93,AC
25,0.006,0.07046941217912243,93,AC
26,0.013,0.018587059207431617,93,AC
27,0.004,0.002302718632534247,93,AC
0,0.026,0.029964020100963273,92,AC
1,0.001,9.191012543041385e-05,92,AC
2,0.02,3.3242246120386707e-06,92,AC
3,0.059,0.050595713347493486,92,AC
4,0.095,0.073556741598562,92,AC
5,0.006,0.003668913938902166,92,AC
6,0.075,0.09498035330263176,92,AC
7,0.088,0.08042953987466744,92,AC
8,0.0,0.009241138002992292,92,AC
9,0.037,0.018410949046526234,92,AC
10,0.086,0.060130004901022965,92,AC
11,0.023,0.04875451477540254,92,AC
12,0.03,7.573711948686762e-05,92,AC
13,0.007,0.10378632522158919,92,AC
14,0.005,0.002793453177040838,92,AC
15,0.019,0.004433314294076247,92,AC
16,0.0,2.4517956491755118e-06,92,AC
17,0.042,0.04291699301948505,92,AC
18,0.002,0.007994431530948915,92,AC
19,0.076,0.051840219916115524,92,AC
20,0.023,0.0034191090991931832,92,AC
21,0.042,0.027573397585891665,92,AC
22,0.087,0.13166323617137818,92,AC
23,0.0,0.005356988838855017,92,AC
24,0.029,0.027275069421477106,92,AC
25,0.006,7.443323660690452e-06,92,AC
26,0.017,0.0312938378227733,92,AC
27,0.099,0.08974086563173216,92,AC
0,0.033,0.05901718355928366,91,AC
1,0.09,0.00016913246424876525,91,AC
2,0.015,3.5669709446373677e-06,91,AC
3,0.025,0.004551057369515382,91,AC
4,0.055,0.03652505651305419,91,AC
5,0.036,0.05845758966110397,91,AC
6,0.127,0.019450415433567948,91,AC
7,0.025,0.03369663911493696,91,AC
8,0.007,0.0019439434462027014,91,AC
9,0.004,0.11456771290313934,91,AC
10,0.108,0.06665005317624009,91,AC
11,0.011,4.409351880590929e-05,91,AC
12,0.012,0.0006925246412560716,91,AC
13,0.03,0.17420288499332295,91,AC
14,0.006,0.004066571314934712,91,AC
15,0.069,0.06365087735676248,91,AC
16,0.016,2.5348541244549466e-06,91,AC
17,0.074,0.06035336519514622,91,AC
18,0.044,0.06366491962823294,91,AC
19,0.02,0.0064009131603449875,91,AC
20,0.045,0.03828057026354355,91,AC
21,0.007,0.0025088850195730513,91,AC
22,0.001,0.07085404022164157,91,AC
23,0.006,0.008525098653251744,91,AC
24,0.031,0.02953035551929893,91,AC
25,0.013,9.312594409771936e-06,91,AC
26,0.023,0.02971048335937986,91,AC
27,0.067,0.05247021426010443,91,AC
0,0.004,0.03981018120947062,90,AC
1,0.042,0.0003770000795909633,90,AC
2,0.0,1.0685861864969523e-05,90,AC
3,0.028,0.011199428857463297,90,AC
4,0.035,0.006917931571905166,90,AC
5,0.018,0.032094493293381585,90,AC
6,0.0,0.0008888232273485635,90,AC
7,0.108,0.105589526218344,90,AC
8,0.027,0.002619874070798397,90,AC
9,0.002,0.0010599973353023582,90,AC
10,0.011,6.578765061307764e-05,90,AC
11,0.0,8.869912355978819e-05,90,AC
12,0.039,0.0006698902165101337,90,AC
13,0.01,0.12543032444972427,90,AC
14,0.005,0.018717166398806277,90,AC
15,0.025,0.026424827564795708,90,AC
16,0.044,7.58106440909812e-06,90,AC
17,0.005,0.00686500951436277,90,AC
18,0.151,0.15877514748289046,90,AC
19,0.011,0.003987860902594341,90,AC
20,0.035,0.020849996722993952,90,AC
21,0.193,0.18658858587721375,90,AC
22,0.009,0.05451208851983642,90,AC
23,0.023,0.012104071173304897,90,AC
24,0.059,0.06691658734155852,90,AC
25,0.013,3.5792746398328234e-05,90,AC
26,0.048,0.06308472497915762,90,AC
27,0.055,0.05430791264059771,90,AC
0,0.039,0.0005501536558617459,89,AC
1,0.067,0.00010861072763106543,89,AC
2,0.013,0.05487206229845189,89,AC
3,0.02,0.004685170551836368,89,AC
4,0.075,0.05742618144784503,89,AC
5,0.058,0.0020654392770472598,89,AC
6,0.009,0.0038640936277803146,89,AC
7,0.094,0.06767765426148527,89,AC
8,0.011,0.056707946134168734,89,AC
9,0.02,0.02418883862492539,89,AC
10,0.003,0.012801690840240156,89,AC
11,0.008,0.0201930085619101,89,AC
12,0.021,2.102347602981323e-05,89,AC
13,0.022,0.1523067384089055,89,AC
14,0.008,0.09887148734453992,89,AC
15,0.012,0.0322138550343405,89,AC
16,0.027,4.51454738088956e-06,89,AC
17,0.047,0.04412814296010344,89,AC
18,0.017,0.01840382026379921,89,AC
19,0.012,0.011254414617178281,89,AC
20,0.006,2.2798287494841744e-06,89,AC
21,0.22,0.20897218111940108,89,AC
22,0.0,1.4673356281271882e-05,89,AC
23,0.05,0.022225877170499682,89,AC
24,0.019,0.014559398837264887,89,AC
25,0.054,0.019926379878066093,89,AC
26,0.029,0.034924437526055015,89,AC
27,0.039,0.03702992343197807,89,AC
0,0.047,0.1277859830163871,88,AC
1,0.001,4.731835156425495e-05,88,AC
2,0.003,5.4786633105507364e-06,88,AC
3,0.017,0.00860057394451363,88,AC
4,0.143,0.10399181555208466,88,AC
5,0.009,6.245530668977723e-06,88,AC
6,0.028,0.04498521164916634,88,AC
7,0.011,0.006367761652267769,88,AC
8,0.081,0.0017898108655960518,88,AC
9,0.019,9.737398184930747e-05,88,AC
10,0.027,0.0022593990714870975,88,AC
11,0.027,0.030072630086496067,88,AC
12,0.022,0.0006432733882156423,88,AC
13,0.041,0.15202927318771656,88,AC
14,0.004,6.211511810112951e-06,88,AC
15,0.042,0.02939166433594406,88,AC
16,0.001,2.6059987920121426e-06,88,AC
17,0.074,0.08809478117069973,88,AC
18,0.044,0.04850411613942017,88,AC
19,0.0,0.002051244414868007,88,AC
20,0.045,0.05576344991532877,88,AC
21,0.08,0.07741027821538536,88,AC
22,0.001,0.00010593196653804707,88,AC
23,0.034,0.03531160568830383,88,AC
24,0.09,0.09196470756088372,88,AC
25,0.018,1.9869877596477225e-05,88,AC
26,0.016,0.0196737442698538,88,AC
27,0.075,0.07301763768239047,88,AC
0,0.012,0.025681428978517017,87,AC
1,0.054,0.024702789476044408,87,AC
2,0.064,3.4859731460979115e-06,87,AC
3,0.113,0.06128672759943317,87,AC
4,0.02,0.021351539089910134,87,AC
5,0.012,0.10953472805190861,87,AC
6,0.024,0.09397942840323188,87,AC
7,0.101,0.08946408882192076,87,AC
8,0.006,0.0039146059349363,87,AC
9,0.091,0.015541598627243832,87,AC
10,0.051,0.05863333903934794,87,AC
11,0.012,0.00016801878234070782,87,AC
12,0.01,0.04689741415619081,87,AC
13,0.048,9.893781669688029e-06,87,AC
14,0.104,0.015474082875866576,87,AC
15,0.021,0.00041702888588654013,87,AC
16,0.007,2.4107124882676582e-06,87,AC
17,0.01,0.008194391726508552,87,AC
18,0.024,0.018315745070144416,87,AC
19,0.037,0.05049625009262036,87,AC
20,0.01,0.0023689895460258866,87,AC
21,0.006,0.00016577060755516078,87,AC
22,0.03,0.16034771987018734,87,AC
23,0.001,0.009494423192239572,87,AC
24,0.016,0.03075698877208228,87,AC
25,0.018,0.05790362741546743,87,AC
26,0.081,0.08492820354707799,87,AC
27,0.017,0.009965277141798363,87,AC
0,0.031,0.020046112947710065,86,AC
1,0.041,0.01559480214159367,86,AC
2,0.025,1.3161161693647688e-05,86,AC
3,0.01,0.011954741059598996,86,AC
4,0.098,0.09908935496962314,86,AC
5,0.063,0.049488989452027794,86,AC
6,0.001,0.0034776559483484844,86,AC
7,0.045,0.03047309664709394,86,AC
8,0.004,0.018554442978128992,86,AC
9,0.008,0.003669662584238724,86,AC
10,0.045,0.06911973813513934,86,AC
11,0.026,0.011618769335658573,86,AC
12,0.035,0.001079144135306852,86,AC
13,0.008,3.7467220453897954e-05,86,AC
14,0.008,0.05129152892302075,86,AC
15,0.016,0.006240743598124019,86,AC
16,0.033,9.209611108103277e-06,86,AC
17,0.166,0.1602475649322045,86,AC
18,0.002,0.012644234942227271,86,AC
19,0.052,0.053917619610524575,86,AC
20,0.073,0.03381758869248489,86,AC
21,0.021,0.010942358478322494,86,AC
22,0.023,0.17878774509182857,86,AC
23,0.122,0.0926320011772361,86,AC
24,0.002,0.02043341936953416,86,AC
25,0.023,0.023323454787108972,86,AC
26,0.005,0.013787502142329286,86,AC
27,0.014,0.007707880997858157,86,AC
0,0.014,0.0375492059982203,85,AC
1,0.023,0.006246551316277542,85,AC
2,0.004,3.7791767995120183e-06,85,AC
3,0.085,0.06543463864973319,85,AC
4,0.044,0.04473694456211939,85,AC
5,0.083,0.08076730137983662,85,AC
6,0.107,0.0752124525401898,85,AC
7,0.051,0.03992942951953555,85,AC
8,0.055,0.029875027825388117,85,AC
9,0.036,0.06747153388432499,85,AC
10,0.029,0.033653537421642454,85,AC
11,0.017,0.008332123940927848,85,AC
12,0.003,0.0003793042976127693,85,AC
13,0.059,1.0754260630175254e-05,85,AC
14,0.003,0.06657296668982379,85,AC
15,0.013,0.0021150610266810975,85,AC
16,0.11,0.047020740124893115,85,AC
17,0.002,0.00333279053322098,85,AC
18,0.001,0.012994091954477876,85,AC
19,0.05,0.06361344055493776,85,AC
20,0.042,0.03036532459105114,85,AC
21,0.017,0.019349377764216916,85,AC
22,0.0,0.09298400676356287,85,AC
23,0.065,0.054274134049083,85,AC
24,0.045,0.046199943148806835,85,AC
25,0.009,0.03617633114775309,85,AC
26,0.025,0.024910300786560667,85,AC
27,0.008,0.010488902755372549,85,AC
0,0.044,0.02871553626815603,84,AC
1,0.062,0.01508359340032193,84,AC
2,0.017,2.6848370439745554e-06,84,AC
3,0.008,0.01056249072919549,84,AC
4,0.021,0.01442025458298536,84,AC
5,0.058,0.03582259217748712,84,AC
6,0.084,0.05087040117839586,84,AC
7,0.037,0.029643390324566005,84,AC
8,0.007,0.02073717402494575,84,AC
9,0.007,0.043623484431936206,84,AC
10,0.075,0.09158311476209191,84,AC
11,0.039,0.027079446437467868,84,AC
12,0.005,0.00021073513663589827,84,AC
13,0.005,7.589468166908113e-06,84,AC
14,0.016,0.03860408732016817,84,AC
15,0.003,0.006659743286077658,84,AC
16,0.031,0.038647582458782186,84,AC
17,0.003,0.005656786817778845,84,AC
18,0.046,0.054532423955409526,84,AC
19,0.003,0.00018687146827240349,84,AC
20,0.077,0.060554762649993384,84,AC
21,0.037,0.03160416156747626,84,AC
22,0.0,0.07414653596465233,84,AC
23,0.12,0.094515865685314,84,AC
24,0.092,0.11220254981270285,84,AC
25,0.032,0.039251175792212586,84,AC
26,0.003,0.021055115612521703,84,AC
27,0.068,0.054019846790641986,84,AC
0,0.065,0.0677508241486148,83,AC
1,0.027,0.00037768132879712114,83,AC
2,0.023,0.044498875793522796,83,AC
3,0.032,0.03309811458709763,83,AC
4,0.044,0.039449319002745065,83,AC
5,0.005,0.018268133321382687,83,AC
6,0.004,0.028944540398849753,83,AC
7,0.011,0.003951565020866643,83,AC
8,0.0,0.0038298382844783995,83,AC
9,0.028,0.0001078790486926679,83,AC
10,0.0,0.028775918119959266,83,AC
11,0.135,0.17043151975798299,83,AC
12,0.094,0.05161360084809311,83,AC
13,0.066,0.08997710415022717,83,AC
14,0.007,0.021703382926434672,83,AC
15,0.031,0.019440222477753323,83,AC
16,0.032,0.032327560278160646,83,AC
17,0.025,0.022946061703051364,83,AC
18,0.032,0.027380569000672348,83,AC
19,0.036,0.046255424057550905,83,AC
20,0.001,0.004419657514048201,83,AC
21,0.005,3.265921568341329e-05,83,AC
22,0.083,0.10434838396346213,83,AC
23,0.168,0.11084936143471874,83,AC
24,0.016,0.004555304196132568,83,AC
25,0.004,2.6507403824355464e-05,83,AC
26,0.005,0.008505328868318866,83,AC
27,0.021,0.016134661811161004,83,AC
0,0.009,0.0068217801428718,82,AC
1,0.005,0.032314857618281685,82,AC
2,0.01,6.715986342947195e-05,82,AC
3,0.049,0.050113672251809585,82,AC
4,0.083,0.07802045166106786,82,AC
5,0.042,0.035004572379124826,82,AC
6,0.039,0.04617929970043794,82,AC
7,0.017,0.015381313891575684,82,AC
8,0.007,0.006505792992627167,82,AC
9,0.026,0.019263562424709044,82,AC
10,0.021,0.038006271682318536,82,AC
11,0.061,0.07315917471898802,82,AC
12,0.08,0.0736743401331333,82,AC
13,0.009,0.0001878048596524285,82,AC
14,0.022,0.03847844242681827,82,AC
15,0.041,0.014494318782102781,82,AC
16,0.019,4.630576296730938e-05,82,AC
17,0.042,0.04345543712912848,82,AC
18,0.064,0.058059603135755346,82,AC
19,0.003,0.004308157211613876,82,AC
20,0.06,0.05112955727337127,82,AC
21,0.005,0.00046382065014830996,82,AC
22,0.031,0.05501422255639318,82,AC
23,0.035,0.024408271061633423,82,AC
24,0.054,0.062436449644454585,82,AC
25,0.026,0.027797070199046602,82,AC
26,0.079,0.07853281176567778,82,AC
27,0.061,0.06667546078719001,82,AC
0,0.046,0.05731747566518401,81,AC
1,0.018,0.009484654877316813,81,AC
2,0.042,4.779263931922215e-06,81,AC
3,0.011,0.016166715137739377,81,AC
4,0.001,0.00935425841954902,81,AC
5,0.054,0.019540731395187264,81,AC
6,0.123,0.1770327402528064,81,AC
7,0.001,0.004622532228124279,81,AC
8,0.032,0.005344401553008405,81,AC
9,0.06,0.002766704623300936,81,AC
10,0.098,0.08107299106539458,81,AC
11,0.02,0.020643880174748528,81,AC
12,0.016,0.016371809661239866,81,AC
13,0.048,1.3536973157227876e-05,81,AC
14,0.04,0.0917521396253013,81,AC
15,0.012,0.00046347486462284756,81,AC
16,0.066,0.04693055195074706,81,AC
17,0.037,0.03670695623397075,81,AC
18,0.011,0.01561274435519908,81,AC
19,0.013,0.018539214620756837,81,AC
20,0.031,0.021851742124746096,81,AC
21,0.005,4.6982417432050614e-05,81,AC
22,0.058,0.15769298992834677,81,AC
23,0.008,0.008639166060151705,81,AC
24,0.056,0.07659245548475874,81,AC
25,0.062,0.07002333599830662,81,AC
26,0.012,0.01741021037054709,81,AC
27,0.019,0.018000819282055155,81,AC
0,0.017,0.016013081654816456,80,AC
1,0.072,0.11413823845980182,80,AC
2,0.051,0.056403711477393786,80,AC
3,0.013,0.019713384609192478,80,AC
4,0.004,1.7496470821073896e-06,80,AC
5,0.034,0.0009798665873023314,80,AC
6,0.009,0.0028638008445968986,80,AC
7,0.006,0.005912766071010659,80,AC
8,0.046,0.0011649756648297329,80,AC
9,0.006,0.01218221635263085,80,AC
10,0.086,0.0809799391313333,80,AC
11,0.037,0.06595976014246689,80,AC
12,0.016,0.021804068248952826,80,AC
13,0.017,0.07449833765088831,80,AC
14,0.021,0.024782133876438635,80,AC
15,0.019,0.0001020906213959707,80,AC
16,0.057,0.08475151243232548,80,AC
17,0.049,0.04406012976736839,80,AC
18,0.027,0.018211662888977444,80,AC
19,0.027,0.03067460522011225,80,AC
20,0.01,1.772475233370247e-06,80,AC
21,0.12,0.12580799909356413,80,AC
22,0.029,1.8391967340063138e-05,80,AC
23,0.016,0.01815461338801434,80,AC
24,0.102,0.11221445472022172,80,AC
25,0.053,0.01610013531189315,80,AC
26,0.03,0.02823829870845128,80,AC
27,0.026,0.024266300862997883,80,AC
0,0.036,0.05285269975967305,79,AC
1,0.034,0.06904009461807845,79,AC
2,0.027,8.863610815273325e-07,79,AC
3,0.018,0.025011641469569093,79,AC
4,0.046,0.026500276595914554,79,AC
5,0.118,0.0023337194680424157,79,AC
6,0.003,5.0480575795626515e-05,79,AC
7,0.006,0.008140708990994536,79,AC
8,0.03,4.661526485149487e-05,79,AC
9,0.091,0.0936297770721179,79,AC
10,0.004,1.0234505133736277e-06,79,AC
11,0.005,0.0404811127365713,79,AC
12,0.017,0.05276508699615514,79,AC
13,0.024,0.11596074513885246,79,AC
14,0.045,0.19686387493579235,79,AC
15,0.014,2.9522018156348982e-05,79,AC
16,0.074,0.03351895793728068,79,AC
17,0.023,0.012286357678673358,79,AC
18,0.14,0.12527884896208386,79,AC
19,0.023,0.013913140914100657,79,AC
20,0.003,0.011174801200100146,79,AC
21,0.065,0.061268606614391236,79,AC
22,0.055,2.7694349406455235e-05,79,AC
23,0.021,0.02086751489607172,79,AC
24,0.02,0.025802295640694667,79,AC
25,0.045,0.001415348578363938,79,AC
26,0.002,5.250166614803543e-06,79,AC
27,0.011,0.010732916112156286,79,AC
0,0.0,0.0006363185749777407,78,AC
1,0.034,0.00010450065955983594,78,AC
2,0.016,0.05269801295620515,78,AC
3,0.017,0.010974973071878117,78,AC
4,0.041,0.0250463620800168,78,AC
5,0.003,0.05264349084940809,78,AC
6,0.025,0.0679610717563916,78,AC
7,0.034,0.02920257802764394,78,AC
8,0.014,0.02363219754405941,78,AC
9,0.111,0.0685551839369609,78,AC
10,0.056,0.04729369904601701,78,AC
11,0.019,0.0484620484357778,78,AC
12,0.022,2.668654639985481e-05,78,AC
13,0.089,0.15171886895200007,78,AC
14,0.122,0.09616585175322173,78,AC
15,0.009,0.015977566221703026,78,AC
16,0.03,3.092848877220962e-06,78,AC
17,0.02,0.021351284444679493,78,AC
18,0.032,0.03328379234693995,78,AC
19,0.019,0.006220335396340168,78,AC
20,0.076,0.0893949314658709,78,AC
21,0.0,0.002597148549320378,78,AC
22,0.034,5.025768587298804e-05,78,AC
23,0.051,0.040167450870931695,78,AC
24,0.028,0.02740800828876797,78,AC
25,0.002,4.023035618230597e-05,78,AC
26,0.041,0.03614081717162575,78,AC
27,0.055,0.052243238243404926,78,AC
0,0.025,0.03153745293624655,77,AC
1,0.029,0.03211453512659469,77,AC
2,0.009,8.308278367294761e-06,77,AC
3,0.014,0.013743914490816028,77,AC
4,0.053,0.053708873133060116,77,AC
5,0.019,0.03598575690163834,77,AC
6,0.015,0.02340200309598343,77,AC
7,0.068,0.0552902284939071,77,AC
8,0.039,0.028882804171418613,77,AC
9,0.031,0.02366488436038086,77,AC
10,0.032,0.033420173684620184,77,AC
11,0.083,0.10987654579048085,77,AC
12,0.019,0.0006779040270392683,77,AC
13,0.0,2.3650525794671778e-05,77,AC
14,0.039,0.03609767056219631,77,AC
15,0.032,0.014537557723220565,77,AC
16,0.071,0.055339101683352175,77,AC
17,0.013,0.011302306817167821,77,AC
18,0.09,0.10057412240494731,77,AC
19,0.026,0.01734949554960707,77,AC
20,0.024,0.007019297850438009,77,AC
21,0.043,0.03541223309119247,77,AC
22,0.076,0.11369923275377106,77,AC
23,0.056,0.042318497908102326,77,AC
24,0.02,0.03813776621957585,77,AC
25,0.041,0.04916383399601331,77,AC
26,0.0,0.008989840136119212,77,AC
27,0.033,0.027722000485530703,77,AC
0,0.027,0.029558233241493065,76,AC
1,0.075,0.027981622307248676,76,AC
2,0.018,0.08733773860976743,76,AC
3,0.087,0.09746299722440029,76,AC
4,0.048,0.03276511599696028,76,AC
5,0.009,0.025442754737279912,76,AC
6,0.091,0.0621531822968207,76,AC
7,0.089,0.08040387948826899,76,AC
8,0.035,0.028085732915864088,76,AC
9,0.031,0.05665228249144561,76,AC
10,0.058,0.05408346433817089,76,AC
11,0.002,0.008185375532669398,76,AC
12,0.028,0.009996421147594074,76,AC
13,0.045,6.197873363106389e-06,76,AC
14,0.043,0.02502866729081496,76,AC
15,0.025,0.027414051132794073,76,AC
16,0.011,1.5270850739079538e-06,76,AC
17,0.019,0.019859374044877105,76,AC
18,0.041,0.06688505544113274,76,AC
19,0.002,0.005447941546678092,76,AC
20,0.027,0.011197869585315668,76,AC
21,0.028,0.03422293828299783,76,AC
22,0.011,0.015920089358955957,76,AC
23,0.019,0.014152409515652945,76,AC
24,0.068,0.09683103244240909,76,AC
25,0.016,0.023722842690814257,76,AC
26,0.021,0.02833122558908786,76,AC
27,0.026,0.030869974514506775,76,AC
0,0.099,0.0010245873641991981,75,AC
1,0.026,0.06498668439294768,75,AC
2,0.027,3.6739337669627863e-06,75,AC
3,0.02,0.02597301827702473,75,AC
4,0.014,0.021059527235167977,75,AC
5,0.061,0.16016900938820086,75,AC
6,0.037,0.04172986984623908,75,AC
7,0.067,0.049383653524526935,75,AC
8,0.055,0.12168070769922618,75,AC
9,0.003,6.761607669702472e-05,75,AC
10,0.019,0.06433669491412917,75,AC
11,0.054,0.051975772064150536,75,AC
12,0.0,0.07053184989159263,75,AC
